Date;00:30;01:00;01:30;02:00;02:30;03:00;03:30;04:00;04:30;05:00;05:30;06:00;06:30;07:00;07:30;08:00;08:30;09:00;09:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30;22:00;22:30;23:00;23:30;24:00
01/08/2015;42261;39392;38590;37854;37274;35543;34549;33668;33350;33218;33533;33808;33602;33700;34612;35607;36981;38457;40031;41076;41826;42363;42914;43684;44575;45225;43880;43042;42993;41984;41184;40590;40152;39653;39676;39948;40417;41007;40769;40273;39326;38706;38940;39802;41073;43825;43223;42639
02/08/2015;40550;37808;37076;36371;35695;33959;32894;32041;31631;31414;31473;31500;30845;30646;31265;32054;33317;34622;36139;37155;38212;38917;39544;40243;41290;42007;40507;39385;39225;38241;37674;37080;36751;36427;36552;36974;37608;38353;38944;39044;38794;38664;39274;40306;41389;44081;43191;42455
03/08/2015;40056;37272;36640;36039;35520;33958;33102;32477;32374;32713;33700;34692;35634;36551;38292;40025;41962;43632;45086;46110;46891;47602;48375;49270;49766;50296;49547;49389;49654;48803;48022;47511;46956;46573;46237;46156;46316;46762;46461;45676;44181;43256;43493;43926;44570;46846;45771;44760
04/08/2015;42218;39307;38609;37965;37437;35834;34940;34284;34203;34433;35410;36304;37313;38084;39855;41481;43186;44609;45970;46882;47533;48089;48551;49381;49458;49634;48615;48348;48405;47602;46761;46372;45860;45273;45024;44928;45128;45666;45350;44624;43195;42169;42502;43102;43727;46104;44934;44084
05/08/2015;41494;38711;37986;37354;36844;35202;34330;33741;33679;33947;34715;35815;36586;37380;39172;40842;42627;44235;45621;46675;47419;48172;48852;49689;50067;50610;49653;49412;49771;48931;48265;47797;47269;46866;46598;46727;46800;47275;46755;45827;44338;43391;43733;44294;44880;47383;46238;45368
06/08/2015;42750;39808;39097;38418;37897;36184;35310;34676;34606;34825;35665;36767;37527;38415;40107;41671;43543;45049;46459;47439;48146;48775;49470;50221;50613;51051;50202;50004;50313;49544;48761;48273;47798;47418;47143;47255;47280;47661;47182;46314;44858;43757;44092;44714;45247;47528;46381;45436
07/08/2015;42776;39873;39231;38545;38077;36429;35609;34954;34808;35000;35749;36739;37521;38285;39776;41340;43129;44769;46223;47362;48083;48776;49398;50074;50428;50953;49951;49751;49955;49049;48209;47648;47005;46531;46247;46266;46308;46697;45914;45109;43803;42952;43571;43990;44522;46982;45725;44763
08/08/2015;42177;39410;38723;38024;37313;35611;34615;33823;33429;33327;33594;33927;33772;33698;34610;35650;37105;38563;40116;41150;41970;42519;43121;43872;44774;45445;44018;43331;43176;42329;41603;41078;40470;40219;40213;40509;40843;41284;40932;40383;39552;39324;39856;40235;40918;43571;42818;42058
09/08/2015;39840;37163;36574;35960;35306;33685;32643;31924;31567;31363;31390;31543;31234;30743;31131;31854;33070;34233;35539;36504;37439;38254;38981;39749;40817;41387;39854;38798;38505;37523;36736;36256;35823;35568;35748;36070;36645;37506;37985;38201;37957;37959;38773;39429;40127;42560;41751;40971
10/08/2015;38769;36032;35466;34832;34360;32871;32127;31621;31636;31907;32696;33783;34938;35465;37075;38471;40333;41777;43142;44153;44661;45306;45901;46678;47100;47547;46562;46323;46496;45525;44770;44289;43722;43283;43006;43174;43361;44013;43688;43116;41730;41007;41650;41916;42313;44731;43605;42787
11/08/2015;40341;37571;37017;36380;35823;34270;33514;32893;32770;33012;33773;34761;35812;36326;37835;39383;41159;42762;44077;45005;45677;46462;46950;47831;48368;48912;47869;47632;47911;47064;46391;45763;45271;44770;44559;44588;44847;45328;44943;44075;42644;42025;42689;42645;42931;45350;44130;43340
12/08/2015;40888;38080;37456;36914;36387;34854;34050;33472;33350;33533;34328;35254;36246;36663;38091;39670;41413;43033;44477;45572;46415;47127;47812;48795;49309;49945;48829;48545;48853;48131;47469;46995;46651;46295;45884;45910;46015;46483;45804;44920;43419;42763;43579;43634;43712;45922;44901;44019
13/08/2015;41461;38590;37997;37396;36890;35313;34391;33743;33648;33839;34587;35504;36553;37156;38665;40117;41950;43439;44863;45875;46759;47542;48016;48772;49183;49586;48515;48170;48174;47147;46272;45724;45087;44602;44369;44473;44597;45082;44669;43789;42508;41956;42379;42067;42441;44628;43627;42800
14/08/2015;40351;37660;37085;36514;36055;34608;33827;33224;33162;33413;34252;35176;36292;36747;38228;39682;41348;42922;44305;45117;45777;46286;46870;47715;48050;48341;47266;46744;46764;45683;44805;44266;43760;43290;42946;43153;43203;43712;43321;42591;41346;40940;41640;41386;41821;44123;43204;42325
15/08/2015;39872;37147;36582;35898;35257;33608;32656;31903;31477;31373;31554;31831;32109;31624;32124;33012;34232;35585;36984;38084;38968;39514;40055;40808;41817;42449;41033;39989;39744;38777;38039;37411;36940;36648;36526;36862;37310;38011;38031;37857;37234;37366;38284;38330;38921;41436;40829;40269
16/08/2015;38203;35570;34982;34316;33711;32017;31058;30354;29955;29805;29798;30049;30076;29299;29650;30483;31692;32965;34427;35397;36455;37291;37963;38649;39730;40359;38855;37744;37452;36323;35741;35026;34555;34236;34403;34689;35424;36215;36995;37278;37126;37583;38602;38391;38898;41441;40615;40010
17/08/2015;37788;35187;34663;34032;33548;32029;31262;30762;30874;31208;32224;33419;34997;35470;36942;38577;40350;41920;43254;44062;44621;45462;45898;46736;47280;47704;46720;46282;46233;45233;44255;43865;43155;42731;42519;42640;43105;43759;43735;43182;42098;41857;42483;41875;42164;44561;43626;42885
18/08/2015;40563;37668;37259;36656;36173;34657;33778;33225;33107;33226;34267;35337;36866;37296;38689;40154;41843;43442;44683;45391;46008;46443;46961;47710;48187;48431;47437;46977;46896;45839;45079;44433;43873;43510;43195;43306;43710;44538;44245;43662;42309;42284;42827;42417;42587;45013;43942;43200
19/08/2015;40956;38321;37688;37172;36662;35084;34173;33608;33434;33744;34524;35538;37235;37631;39064;40595;42265;43736;44992;45834;46362;47047;47548;48259;48687;48938;47983;47551;47378;46568;45695;45278;44625;43982;43748;43764;44160;44925;44787;43898;42833;42747;43665;42719;43003;45252;44384;43737
20/08/2015;41475;38735;38097;37441;36962;35274;34626;33886;33803;34001;34980;36141;37662;38178;39472;41271;42742;44399;45563;46440;47087;47608;48138;48813;49081;49404;48424;48110;48153;47316;46515;45932;45410;45042;44734;45020;45038;45721;45311;44656;43344;43400;44187;43450;43590;45961;45023;44329
21/08/2015;42013;39080;38465;37879;37277;35720;34859;34189;33948;34219;35020;36184;37712;38148;39536;41097;42954;44456;45865;46800;47537;48162;48669;49430;49889;50274;49168;48766;48980;47876;47155;46767;46003;45585;45245;45202;45441;45810;45194;44232;43146;43087;44243;43637;43850;46296;45288;44755
22/08/2015;42130;39292;38446;37667;37127;35315;34230;33500;32938;32884;33175;33664;34184;33514;34105;35122;36579;38183;39709;40911;41806;42484;43065;43822;44933;45522;44331;43506;43422;42564;41777;41251;40585;40292;40228;40512;40966;41411;41105;40683;39726;40189;41137;40520;41069;43554;42852;42336
23/08/2015;40115;37321;36604;35945;35194;33557;32560;31868;31241;31122;31188;31382;31468;30689;30970;31787;32990;34365;35807;37065;38307;39149;39886;41028;42185;42717;41003;39871;39275;38226;37270;36805;36173;35846;35969;36357;37161;38131;38769;39032;38965;39704;40528;39681;40280;42781;42033;41399
24/08/2015;39101;36218;35780;35130;34692;33206;32573;32071;32054;32572;33930;35467;37668;38694;40437;42105;44090;45855;47285;48437;49015;49911;50583;51466;51395;51536;50536;50405;50376;49282;48390;47740;47209;46526;46083;46077;46181;47117;47165;46483;45245;45409;45290;44082;44423;46765;45759;44925
25/08/2015;42484;39629;38988;38243;37892;36271;35424;34895;34769;35082;36217;37498;39508;40322;41910;43657;45603;47017;48326;49162;49625;50183;50796;51565;51589;51760;50959;50748;50708;49705;48898;48270;47675;47091;46743;46682;46999;47775;47634;46851;45778;46046;45963;44605;44814;47229;46299;45563
26/08/2015;43218;40324;39796;39172;38741;37106;36306;35476;35357;35548;36840;38095;40145;41029;42470;44203;46028;47652;49108;49881;50726;51076;51880;52630;52847;53107;52341;52240;52528;51447;50748;50059;49321;48794;48255;48248;48439;49093;48736;47925;46708;47197;47231;45769;45740;48213;47150;46468
27/08/2015;44121;41087;40367;39727;39055;37643;36799;36139;36066;36145;37293;38504;40891;41946;43553;45317;47354;48814;50352;51099;51844;52539;53220;54083;54097;54318;53269;53101;53252;52238;51186;50520;49958;49402;48753;48854;48999;49890;49461;48814;47576;47744;47326;46067;45991;48488;47482;46746
28/08/2015;44334;41470;40836;40089;39513;37931;37034;36188;36271;36380;37666;38890;41208;42165;43674;45501;47359;48840;50319;51049;51716;52239;52690;53249;53231;53370;52534;52139;52065;51071;50155;49374;48628;48093;47626;47699;47799;48056;47431;46643;45570;46153;46515;45239;45344;47850;46981;46309
29/08/2015;43995;40851;40170;39443;38559;36638;35731;34818;34428;34267;34643;35120;35814;35573;35978;37008;38601;40275;42085;42968;44013;44569;45204;46135;47224;47822;46515;45742;45683;44836;44061;43496;42896;42713;42572;42886;43352;43888;43436;42736;42008;43151;43437;42444;42980;45699;45258;44605
30/08/2015;42354;39358;38527;37719;37067;35181;34065;33129;32571;32189;32311;32469;32745;32272;32186;33120;34334;35887;37466;38693;39989;40920;41871;42879;44106;44773;43334;42156;42009;41125;40377;39878;39670;39283;39457;39706;40482;41355;41876;42046;42151;43909;44084;43015;43179;45637;44858;44122
31/08/2015;41637;38822;38087;37333;36825;35334;34578;34051;34225;34741;36264;37834;40415;41895;43588;45597;47574;49287;50587;51640;52401;53185;53881;54851;54847;55046;54286;54376;54772;53821;53198;52596;51861;51149;50647;50543;50741;51447;51159;49947;48898;49065;48044;46334;46397;48613;47531;46724
01/09/2015;44514;41687;41088;40563;40005;38303;37511;36888;36778;37105;38290;39827;42483;44475;46784;48527;49443;50190;51409;52316;52917;53564;54019;54727;54336;54162;53319;53344;53500;52581;52001;51199;50563;49876;49291;49448;49627;50576;50292;49101;48072;48600;47765;46240;46305;48248;47270;46453
02/09/2015;43971;40979;40384;39956;39397;38004;36951;36465;36377;36691;38067;39635;42320;44474;46224;47903;49155;50208;51075;51643;52155;52674;52905;53527;53579;53478;52888;52841;52774;51874;51082;50413;49807;49458;48795;48818;49298;50325;50016;48919;48199;48704;47815;46198;46256;48428;47514;46731
03/09/2015;44446;41519;40915;40226;39532;38177;37310;36799;36664;37000;38452;39808;42869;45442;47367;48624;49814;50879;51682;52173;52444;53004;53277;53911;53369;53662;52783;52662;52491;51557;50911;50219;49910;49308;48972;49037;49470;50590;50104;49122;48625;49113;47721;46394;46181;48481;47630;46707
04/09/2015;44367;41578;41113;40363;39936;38356;37442;37026;36930;37229;38444;40024;43033;45578;47334;48675;49873;50738;51710;52154;52365;52712;53066;53335;53190;53326;52114;51902;51587;50691;49938;48957;48144;47680;47275;47476;47908;48509;48361;47854;47594;47828;46891;45745;45689;48234;47056;46368
05/09/2015;43749;40716;40081;39293;38624;36759;35772;34999;34565;34451;34867;35352;36341;36770;36947;38037;39550;41354;42770;43707;44207;44613;44914;45637;46543;47222;45620;44422;44277;43084;42402;41640;41110;40619;40611;41225;41684;42743;42774;42730;42841;43667;42841;41905;42539;45223;44736;44308
06/09/2015;42276;39303;38584;37633;36907;35207;34096;33256;32778;32565;32720;32804;33451;33257;33164;33851;35129;36729;38255;39452;40313;41041;41875;42652;43723;44505;42623;41389;40641;39557;38758;37920;37492;37189;37526;38006;39168;40675;41489;41791;42739;44051;43213;42161;42325;44689;44129;43745
07/09/2015;41663;39065;38675;37722;37350;35780;35072;34513;34631;35264;36878;38891;42358;45391;47198;48476;49629;50640;51373;51785;52015;52285;52736;53254;52989;53262;52505;52283;52178;51233;50707;49923;49225;48612;48350;48459;49000;50350;50329;49636;49489;49554;48076;46505;46520;48559;47749;47048
08/09/2015;44784;41980;41372;40743;40118;38508;37811;37185;37005;37342;38653;40474;43827;46759;48564;49734;50843;51704;52368;52772;52979;53210;53456;53906;53551;53823;53122;52789;52938;51950;51326;50621;49933;49457;48997;49049;49480;50553;50456;49804;49895;50167;48333;46834;46716;48879;47952;47332
09/09/2015;45107;42155;41674;40875;40568;38814;38016;37415;37297;37750;39029;40685;43794;46798;48538;49849;51051;51773;52531;52788;53090;53368;53871;54351;54093;54055;53279;53143;53259;52354;51583;50941;50332;49621;49377;49352;49878;50915;50699;49958;50124;50250;48461;46907;46828;49079;48245;47658
10/09/2015;45421;42438;41821;41020;40540;38832;38156;37301;37108;37574;38789;40805;43996;47151;48977;49800;50888;51874;52469;52793;53030;53541;53559;54325;53772;53963;53417;53197;53199;52169;51619;50954;50331;49646;49352;49474;49761;51011;50628;49894;50246;50123;48393;46791;46848;49226;48384;47687
11/09/2015;45286;42338;41848;41125;40725;38913;38202;37472;37350;37685;39092;40746;43997;46971;48818;49901;50779;51600;52537;52666;52923;53136;53419;53902;53523;53840;52653;52437;52353;51384;50715;49831;48973;48538;48173;48442;48706;49181;48907;48862;49358;48959;47490;46196;46035;48582;47706;46926
12/09/2015;44275;41296;40595;39699;38969;37188;36086;35201;34809;34582;35033;35551;36496;37244;37392;38523;40135;41712;43297;44275;44889;45477;46008;46854;47831;48396;46505;45531;45148;44024;43351;42500;42071;41660;41740;42294;42988;43759;43892;43881;44359;44213;42995;41923;42464;45245;44820;44334
13/09/2015;42317;39435;38755;37881;37085;35155;34155;33299;32908;32376;32553;32688;33283;33448;33249;33618;34805;36462;38034;39383;40617;41554;42586;43788;44843;45444;43396;41973;41372;40238;39644;38892;38420;38092;38487;39221;40379;41920;42925;43678;44417;44417;43079;41960;42336;44848;44384;43795
14/09/2015;41663;38906;38301;37585;37010;35457;34614;33948;34031;34595;36234;38200;41663;45083;47013;48119;49573;50498;51403;51822;52293;52678;52965;53503;53113;53353;52639;52475;52464;51339;50931;50168;49553;48816;48498;48566;49116;50498;50521;50284;50696;49665;47906;46364;46227;48499;47569;47146
15/09/2015;44670;41960;41366;40551;40086;38531;37728;37077;37099;37512;38920;40566;44116;47397;49404;50513;51566;52429;53265;53569;53945;54112;54406;54888;54267;54214;53078;53244;53040;52057;51544;50781;50269;49602;49321;49591;50471;51782;52182;52091;52286;50572;48628;47124;46819;49376;48326;47894
16/09/2015;45684;42714;42065;41481;40915;39267;38591;37780;37772;37956;39329;41103;44138;47284;49810;50938;52336;53068;54138;54674;54591;55663;55696;56682;55817;55656;54467;54497;54558;53630;53113;52193;51516;51061;50391;50801;51369;52718;52651;52104;52379;51196;49224;47592;47616;49903;48927;48330
17/09/2015;46015;43202;42314;41711;40993;39283;38588;37784;37773;37953;39327;40819;44401;47844;50222;51349;52465;53274;54229;54813;55012;55434;55536;56020;55574;55422;54305;54021;53868;52807;52260;51406;50763;50037;49677;49779;50219;51583;51509;51472;51942;50708;48815;47196;47285;49710;48847;48090
18/09/2015;45477;42863;42010;41383;40807;39240;38422;37655;37598;38076;39265;41219;44201;47680;49850;50611;51619;52462;53151;53519;53664;53881;54175;54560;54118;54234;53134;52590;52508;51201;50711;49667;48861;48506;48282;48814;49062;49868;49725;50306;51017;49862;48226;46939;46953;49407;48534;47776
19/09/2015;44996;42223;41435;40332;39611;37903;36993;36002;35677;35536;35917;36342;37518;38490;38779;39588;41148;42922;44361;45341;45803;46100;46262;47230;47745;48468;46743;45611;45117;43989;43292;42463;41808;41365;41256;41669;42184;43364;43663;44619;45512;44799;43553;42683;43098;45924;45463;45145
20/09/2015;43178;40387;39653;38633;37829;36043;35015;34056;33628;33316;33487;33661;34328;35018;34698;35051;36368;37949;39337;40356;41512;42009;42966;43618;44400;45057;43180;41807;41134;39870;39104;38144;37682;37492;37690;38387;39463;41112;42433;44094;45595;45193;43748;42707;42846;45322;44762;44422
21/09/2015;42536;39903;39305;38613;38011;36502;35712;35012;35204;35797;37420;39608;43230;46838;49316;49957;50896;51544;52475;52750;52834;52979;53334;53755;53433;53626;52592;52378;52286;51154;50548;49903;49173;48567;48307;48814;49611;51159;51678;52178;52043;50187;48342;46688;46606;48881;48180;47523
22/09/2015;45322;42321;41844;41166;40553;38953;38193;37581;37368;37913;39299;41075;44414;47941;50581;51323;52479;53144;53964;54148;54399;54835;55074;55469;55034;55313;54277;53857;53757;52663;52145;51279;50812;50163;49825;50043;51013;52555;53125;53587;53371;51390;49391;47911;47815;50262;49446;48706
23/09/2015;46341;43435;42838;42172;41640;39689;38872;38106;38316;38741;40159;41917;45240;48839;51440;52070;53307;53969;54660;54964;55007;55263;55373;55823;55398;55510;54499;54226;53906;52556;52027;51362;50658;50144;49642;49772;50481;52069;52728;53575;53549;51903;50085;48448;48392;50848;49804;49496
24/09/2015;47205;44330;43616;42478;41753;40245;39363;38873;38930;39073;40601;42243;45946;49400;52401;52823;53608;54077;54795;55082;54949;55263;55355;55605;55218;55427;54388;54053;53991;52526;52073;51145;50481;49931;49525;50154;50640;52076;52900;53889;53411;51616;49536;48080;47996;50279;49673;49152
25/09/2015;46576;43826;43037;42475;41773;40203;39281;38351;38433;38764;40219;42005;45197;49021;51720;52194;52855;53660;54345;54251;54445;54443;54520;54737;54175;54391;53258;52761;52531;51064;50478;49516;48683;48172;47863;48128;48626;49825;50266;51772;51786;50142;48578;47249;47170;49728;49178;48472
26/09/2015;45746;42791;41992;41157;40328;38624;37594;36581;36122;36242;36492;37319;38383;39446;40330;40698;42302;43949;45427;46034;46317;46504;46588;47340;47991;48480;46777;45767;45199;44005;43282;42459;41612;41253;41264;41706;42511;43832;44617;46445;46441;45383;44077;43202;43747;46497;46236;46113
27/09/2015;44132;41297;40647;39869;38966;37269;35964;34947;34474;34201;34403;34640;35239;35966;36216;36182;37411;38839;40291;41271;42140;42746;43280;43915;44838;45341;43610;42026;41339;39901;39311;38303;37815;37514;37980;38675;39897;41896;43478;46079;46482;45606;44264;43096;43398;45916;45432;45342
28/09/2015;43428;40689;40256;39619;39069;37433;36678;35906;36079;36729;38458;40360;43953;47739;50731;51171;52014;52621;53411;53676;53695;53859;53971;54453;53924;54171;53259;52940;52700;51516;50941;50190;49467;48790;48395;48586;49610;51309;52306;53697;53190;51052;49176;47639;47472;49849;49316;48777
29/09/2015;46491;43669;43253;42551;42057;40352;39515;38772;38875;39240;40761;42472;46186;49877;53224;53430;54211;54678;55235;55179;54985;55100;55086;55415;54881;54974;54005;53600;53387;52369;51721;50851;50237;49562;49078;49389;50083;51991;52898;54653;53867;51753;50028;48320;48197;50428;50008;49486
30/09/2015;47201;44390;43755;43039;42354;40852;40056;39435;39194;39700;40909;43026;46490;50037;53117;53509;54296;54760;55305;55491;55324;55371;55355;55812;55340;55450;54319;53956;53777;52575;51788;51010;50165;49538;49041;49423;50187;52018;53284;54798;54024;51850;49961;48502;48370;50749;49985;49613
01/10/2015;47732;45019;44333;43672;43203;41622;40524;39875;39889;40223;41667;43576;47167;50975;54178;54479;54888;55503;55820;55918;55957;55919;56000;56142;55611;55725;54794;54223;54090;53000;52193;51374;50726;50218;49703;50071;51062;52922;54053;55738;54626;52486;50809;49510;49417;51783;51046;50464
02/10/2015;48079;45269;44640;44043;43481;41915;41031;40424;40286;40668;42201;44043;47656;51331;54797;55127;55628;56200;56785;56582;56549;56491;56347;56398;55830;55963;54495;53837;53365;52104;51210;50265;49595;49041;48944;49125;49816;51317;52448;54303;53181;51359;49842;48392;48471;50886;50293;49614
03/10/2015;47173;44252;43433;42487;41646;40005;38962;37837;37493;37250;37766;38489;39728;40798;41985;42423;43771;45411;46691;47337;47817;47990;48266;48957;49795;50208;48637;46994;46501;45506;44689;43813;43302;43038;43145;43531;44464;46018;47503;49273;48198;46808;45540;44557;44968;47784;47558;47328
04/10/2015;45350;42632;41946;40952;40135;38338;37178;36074;35567;35402;35527;35800;36474;37009;37855;37722;38781;40357;41816;42885;43974;44407;45198;45999;46909;47341;45467;43897;42867;41657;41127;40461;40074;39975;40286;41390;43072;45481;47933;49720;48562;47359;45679;44568;44723;47262;46763;46477
05/10/2015;44584;42031;41486;40588;39976;38237;37489;36749;36747;37386;38998;41104;44922;48506;51923;52491;53303;53870;54636;54932;55027;55334;55810;56429;55889;56225;55305;55020;54885;53834;53208;52645;52076;51592;51314;51807;53072;55249;56571;56836;54709;52473;50313;48683;48564;50995;50112;49546
06/10/2015;47199;44245;43519;42786;42146;40483;39584;38770;38626;38949;40353;42169;45628;49167;52680;53418;53665;54206;54831;55026;55086;55441;55755;56258;55610;55657;54760;54575;54406;53183;52719;51909;51479;50703;50479;50904;51695;53723;55123;56051;54102;51834;49723;48179;48151;50365;49704;49281
07/10/2015;46837;43922;43375;42663;42049;40431;39593;38882;38843;39318;40633;42485;46007;49529;52979;53789;54360;55035;55636;55575;55656;55757;56195;56606;56099;56093;55330;55054;54845;53583;53031;52356;51619;51178;50890;51326;52249;54439;56390;57098;54883;52801;50767;49252;49009;51546;50830;50348
08/10/2015;48279;45148;44570;43785;43344;41639;40641;39996;39960;40345;41764;43524;47184;50881;54504;55060;55467;55640;56153;56070;55926;55969;56213;56299;55691;55659;54699;54331;54272;53137;52490;51826;51062;50583;50345;50751;51789;53913;56149;56619;54876;52663;50657;49242;49359;51788;51097;50881
09/10/2015;48392;45410;44864;44263;43586;42233;41310;40645;40509;41033;42422;44346;48048;51636;55681;56343;56698;56701;57268;57164;57036;56895;56602;56543;56018;56143;54717;53983;53610;52241;51349;50384;49568;49104;48973;49470;50342;51897;54272;55672;53826;51914;50303;49104;49193;51877;51211;50530
10/10/2015;48162;45184;44470;43509;42890;40869;39990;38995;38662;38533;39104;39886;41203;42221;43944;44294;45345;47005;48310;48897;49129;49197;49220;49758;50425;50846;49076;47807;47098;45780;45043;44127;43353;42983;42985;43685;44789;47027;49469;50581;48973;47418;46094;45206;45722;48665;48508;48298
11/10/2015;46476;43633;43017;41998;41189;39212;37988;37091;36470;36262;36453;36693;37469;38057;39079;39295;39973;41567;43181;44224;45061;45758;46327;46937;47749;48266;46197;44570;43643;42126;41236;40276;39745;39554;39949;41043;42369;45154;48356;50550;49199;48075;46657;45532;45841;48338;47909;47881
12/10/2015;46135;43506;42975;42204;41712;40088;39196;38507;38628;39355;41257;43407;47324;50987;54874;56035;56334;56973;57686;57847;57993;58124;58278;58751;57987;58131;56970;56408;56028;54714;54004;53169;52621;52004;51945;52465;53794;56720;59082;59126;56877;54783;52678;51052;51014;53548;52867;52415
13/10/2015;50285;47472;46737;46173;45672;44113;43307;42557;42556;42947;44755;46457;50423;54272;58223;59369;59371;59860;60159;60147;60193;60137;60246;60386;59554;59687;58927;58210;58130;56910;56410;55816;55133;54770;54783;55464;57047;59869;62273;62124;59845;57287;55563;53726;53876;56231;55467;55097
14/10/2015;52994;50209;49713;49043;48551;46819;46076;45524;45610;45908;47676;49718;53470;57237;61262;62660;62924;63428;63895;63654;63755;63573;63950;64214;63704;63857;62745;62462;61841;60717;59854;59282;58777;58113;58137;58681;60725;63481;66065;65660;63047;60611;58550;56937;56770;59319;58535;58096
15/10/2015;55973;53268;52399;51870;51489;49797;49011;48074;48299;48539;50363;52351;56299;60019;64119;65558;65716;66016;66399;66597;66694;66642;66787;66932;66080;65997;64908;64454;64113;62799;62163;61530;61067;60714;60784;61539;63144;65645;67921;67227;65244;63001;60773;59198;59280;61798;61108;60506
16/10/2015;58307;55516;54674;54182;53513;51910;50945;50150;50047;50461;52396;54282;58334;62120;66036;67434;67414;67820;68270;68182;67914;67724;67764;67580;66782;66843;65346;64480;63961;62352;61640;60769;59847;59573;59754;60602;61782;64186;66456;65914;63484;61487;59602;58147;58411;60986;60238;59828
17/10/2015;57197;54238;53428;52325;51573;49697;48594;47447;47061;46863;47455;48004;49455;50417;52126;53150;54110;55572;57172;57609;57942;57506;57649;57914;58296;58523;56464;54870;54105;52629;51840;50792;50204;49963;50130;51147;52630;55239;57968;57650;56006;54508;53016;52273;52762;55787;55289;55302
18/10/2015;53405;50658;49871;49024;48265;46208;45040;43817;43262;42862;43201;43404;44059;44470;45504;46021;46686;48100;49769;50906;51955;52528;53180;53824;54585;54979;52880;51093;50271;48709;47918;47006;46537;46199;46589;47540;49221;52224;55623;56184;55030;54022;52551;51540;52140;54996;54321;54280
19/10/2015;52360;49709;49322;48663;48171;46484;45611;45111;45225;45876;48066;50053;53620;56530;59957;61828;62766;63880;64554;64745;64694;64417;64236;64451;63530;63250;62012;61374;60728;59074;58212;57322;56586;55930;55660;56320;58022;61524;64250;63591;61102;58783;56905;55418;55549;58232;57559;57200
20/10/2015;55000;52257;51576;50890;50350;48653;47716;46867;46829;47340;49172;50920;54417;56939;60442;62358;62993;63727;64450;64493;64492;64633;64573;64886;63781;63741;62453;61925;61474;59830;59079;58217;57638;57218;57056;57674;59311;62815;65249;64487;62036;59788;57771;56397;56557;59027;58187;57744
21/10/2015;55763;53007;52445;51680;51221;49787;48742;48042;48050;48448;50315;52109;55385;58118;61398;63396;64010;64760;65538;65657;65553;65509;65454;65457;64511;64337;63103;62613;61916;60405;59668;58723;58324;57927;57672;58386;60289;63839;65871;64740;62285;59700;57755;56303;56536;59199;58279;58029
22/10/2015;55744;52656;52149;51566;50882;49183;48064;47138;47134;47404;48957;50725;53869;56581;59863;61758;62334;62913;63453;63799;63914;64037;64222;64514;63575;63901;62725;62459;62021;60606;59935;58901;58367;57988;57712;58460;59987;63344;65106;63747;61338;59010;56978;55416;55597;58023;57457;56743
23/10/2015;54634;51802;50840;50077;49589;47789;46803;45839;45804;46008;47635;49237;52221;54896;58084;60043;60815;61372;62087;62279;62332;62311;62426;62526;61883;61597;60245;59524;58894;57504;56660;55531;54847;54424;54473;55201;56838;60065;61560;60711;58429;56588;55026;53561;53995;56715;56310;55895
24/10/2015;53449;50658;49830;48895;48353;46274;45048;44069;43657;43528;43919;44778;45959;46978;48594;49694;50162;51271;52648;53273;53411;53509;53461;53789;54110;54476;52716;51371;50638;49130;48461;47434;46918;46645;46853;48007;49552;53056;55257;54298;52668;51129;49938;49067;49728;52626;52552;52600
25/10/2015;50483;47837;46990;46310;41800;40692;40620;39621;40030;39926;40340;41152;42102;42974;43116;43764;45178;46393;47369;47851;48159;48353;48666;49149;49689;49959;48126;46353;45525;44206;43527;42809;42446;42761;43889;47390;50784;52630;52965;52572;51392;50385;49344;48478;49110;51962;53500;53293
26/10/2015;49864;47302;46978;46293;45755;44131;43347;42594;43041;43705;45791;47815;50835;53551;55181;56714;58237;59258;59930;59821;59708;59628;59541;59912;59235;59382;58175;57714;57195;55621;54741;53946;53632;53384;54132;57332;60668;62453;61619;59713;57309;55207;53472;51895;52242;54715;54126;53822
27/10/2015;51754;48968;48543;47830;47237;45444;44574;43709;43630;44086;45736;47555;50557;53073;54745;56052;57449;58409;59114;59095;58961;58971;59275;59745;59221;59405;58321;58132;57874;56645;55942;55292;55125;55049;55809;58481;61121;62684;61637;59838;57372;55149;53302;51952;52160;54691;53937;53493
28/10/2015;51362;48490;48116;47275;46821;45020;44013;43337;43352;43543;45288;47045;49979;52486;54169;55615;57272;58444;59273;59708;59696;59934;60102;60795;60122;60283;59112;58661;58369;57151;56632;55968;55546;55360;56049;58806;61793;63470;62771;60805;58383;56322;54647;53297;53578;56290;55498;55267
29/10/2015;53060;50296;49755;49086;48416;46744;45794;45045;45111;45466;47281;48911;52166;54651;56282;57655;58905;59901;60430;60385;60233;60152;60470;60481;59979;60031;58912;58443;58077;56690;56149;55550;55232;55174;56059;59150;61997;63526;62922;60994;58713;56516;54701;53364;53670;56383;55713;55264
30/10/2015;53217;50481;49978;49145;48651;46960;45959;45256;45354;45793;47424;49230;52228;54518;56192;57300;58533;59333;59865;59781;59664;59485;59415;59597;58885;58732;57426;56576;56136;54651;53704;52929;52332;52166;53226;56924;59657;60969;60036;58533;56380;54538;53279;52215;52527;55192;54464;54143
